1	0	0
2	0	0
4	1	0
5	1	0
6	2	0
7	2	0
10	4	0
11	5	0
12	5	0
13	5	0
16	6	0
17	6	0
18	6	0
19	7	0
21	10	0
22	10	0
25	11	0
26	11	0
28	12	0
29	12	0
30	13	0
31	13	0
34	16	0
35	16	0
36	17	0
37	17	0
39	18	0
40	18	0
43	19	0
44	19	0
45	21	0
47	21	0
48	21	0
49	22	0
51	25	0
53	26	0
55	28	0
57	29	0
60	30	0
62	31	0
63	34	0
65	35	0
68	36	0
70	37	0
72	39	0
74	40	0
76	43	0
77	44	0
78	44	0
80	44	0
82	45	0
83	45	0
84	47	0
85	47	0
87	48	0
88	48	0
90	49	0
92	49	0
94	51	0
95	51	0
97	53	0
98	53	0
99	55	0
101	55	0
102	57	0
104	57	0
105	60	0
107	60	0
108	62	0
110	62	0
111	63	0
113	63	0
114	65	0
116	65	0
117	68	0
119	68	0
120	70	0
122	70	0
124	72	0
126	74	0
127	74	0
129	76	0
131	76	0
133	77	0
134	77	0
136	78	0
137	78	0
138	80	0
139	80	0
141	82	0
143	83	0
146	84	0
148	85	0
150	87	0
152	88	0
154	90	0
155	92	0
156	92	0
158	92	0
160	94	0
161	95	0
162	95	0
164	95	0
166	97	0
168	98	0
169	98	0
172	99	0
173	101	0
174	101	0
176	101	0
178	102	0
179	104	0
181	104	0
184	105	0
185	105	0
186	105	0
187	107	0
189	108	0
191	108	0
192	108	0
193	110	0
196	111	0
197	113	0
198	113	0
200	113	0
202	114	0
203	116	0
204	116	0
205	116	0
208	117	0
209	117	0
210	117	0
211	119	0
213	120	0
215	120	0
216	120	0
217	122	0
219	124	0
221	126	0
223	126	0
224	126	0
225	127	0
227	129	0
229	129	0
230	129	0
231	131	0
235	134	0
237	136	0
239	137	0
242	138	0
244	139	0
246	141	0
247	141	0
249	143	0
250	143	0
251	146	0
253	146	0
254	148	0
256	148	0
257	150	0
258	150	0
261	152	0
263	154	0
265	154	0
267	155	0
268	155	0
270	156	0
271	156	0
272	158	0
273	158	0
275	160	0
277	160	0
279	161	0
280	161	0
282	162	0
283	162	0
284	164	0
285	164	0
287	166	0
288	166	0
291	168	0
292	168	0
293	169	0
294	169	0
296	172	0
298	172	0
300	173	0
301	173	0
303	174	0
304	174	0
305	176	0
306	176	0
308	178	0
309	178	0
312	179	0
313	179	0
314	181	0
315	181	0
318	184	0
319	184	0
321	185	0
323	186	0
324	186	0
327	187	0
328	187	0
330	189	0
331	189	0
332	191	0
335	192	0
336	192	0
338	193	0
340	193	0
341	196	0
343	196	0
345	197	0
348	198	0
349	198	0
350	200	0
351	200	0
353	202	0
354	202	0
357	203	0
358	203	0
360	204	0
361	204	0
362	205	0
363	205	0
366	208	0
367	208	0
369	209	0
371	210	0
372	210	0
375	211	0
376	211	0
378	213	0
380	215	0
383	216	0
384	216	0
386	217	0
388	217	0
390	219	0
391	219	0
393	221	0
394	221	0
395	223	0
396	223	0
398	224	0
401	225	0
